,0
0,0.004977652217569343
1,0.01118262800476261
2,0.02445613561147192
3,0.03592942521334418
4,0.008140436716448688
5,0.00036143970348291604
6,0.0011716589639195242
7,0.0022511868689127803
8,0.0018598965529288637
9,0.002849153239632196
10,0.004385452364022748
11,0.0037896909773336195
12,0.0015034510209397936
13,0.0026239184974565454
14,0.0023339347014359703
15,0.002071384600617705
16,0.003561333341980055
17,0.005216728368940549
18,0.0029065294626076446
19,0.0018551898353916891
20,0.007578674196199721
21,0.0076179956383021115
22,0.0037572388285255576
23,0.004153898858403417
24,0.0013313061231457414
25,0.0022852778930541736
26,0.002903479951426681
27,0.0061773095091581486
28,0.006511095085181762
29,0.0009500137147068705
30,0.0022908480718416514
31,0.004144500470227469
32,0.004990034137910593
33,0.004414092028225708
34,0.0034578606709077453
35,0.002275493042927796
36,0.00567044719653383
37,0.004693385256816795
38,0.010484176156128368
39,0.009020970792144015
40,0.0023896780510381187
41,0.006364030330481703
42,0.003147127642292854
43,0.0013052593320016159
44,0.0010166391488860447
45,0.0009648536923025149
46,0.003664581168067119
47,0.001328665914440988
48,0.0019530001419479964
49,0.0016400351486873842
50,0.004490306626364027
51,0.007670917600960941
52,0.012734402076266665
53,0.007309712634720435
54,0.0008206302976172012
55,0.000525519591138774
56,0.0011868280272443628
57,0.0029822559360309316
58,0.002941583141737284
59,0.006392645635129387
60,0.00845915035260533
61,0.004361070703121193
62,0.012529888224255534
63,0.0005690756613365184
64,0.002644547924013497
65,0.011605573627064053
66,0.02263513688651975
67,0.012218665009631901
68,0.001335999554828079
69,0.003349759534448834
70,0.004942788415984313
71,0.0012860747661481747
72,0.0017301494442888458
73,0.004645688327862827
74,0.003246710150199294
75,0.0008989013967142493
76,0.0018949857723453108
77,0.0007916292588140516
78,0.0004850587583592842
79,0.0022344759984426407
80,0.0032862508014031354
81,0.0017450399991582753
82,0.007143173520296398
83,0.014494633967116203
84,0.0162461209243861
85,0.011942565151591679
86,0.00870263499413795
87,0.006423889891277672
88,0.003891908443774823
89,0.002204923441450445
90,0.0025022921181715686
91,0.0043933075539939635
92,0.0029567083564569483
93,0.003422017273066453
94,0.00443161898295495
95,0.002831653624126037
96,0.005213972191295409
97,0.0028217047710837884
98,0.0030535637609546144
99,0.003911748556558887
100,0.008365595737018332
101,0.01489437834258751
102,0.0028361148658109206
103,0.0006872566580218328
104,0.008093968238342759
105,0.012145044423450631
106,0.002314601210677702
107,0.005418333858215211
108,0.0044800899208735446
109,0.0014684918576540452
110,0.0015460474599581259
111,0.0026902578449266965
112,0.0016582535518983867
113,0.00175546727873211
114,0.004507238093107732
115,0.006527786085439374
116,0.0023584673209995763
117,0.0021900574968534486
118,0.001589579476335887
119,0.0013705927461119642
120,0.001274915393698273
121,0.007423361190947181
122,0.0048090743019190505
123,0.00359487922597735
124,0.0025516314866896915
125,0.00649256580323122
126,0.0010497597256843869
127,0.0027431838823133636
128,0.003423386253577969
129,0.014161933828968338
130,0.01570345550738376
131,0.0021070815667677406
132,0.003447243324846441
133,0.005656161987830597
134,0.0021691709520791852
135,0.0003091369107120561
136,0.000705416701612477
137,0.0015155856835735934
138,0.003217539632683938
139,0.004442662147405941
140,0.0017285705854982326
141,0.00030339901401049414
142,0.004355121447526924
143,0.005870268480888391
144,0.0012344148148600428
145,0.005139010314414909
146,0.006663274006567698
147,0.005039667978788865
148,0.003706285808192991
149,0.0034496792357918958
150,0.0024472588129940145
151,0.006216647073874802
152,0.0067849281761252055
153,0.005677378515666034
154,0.004753838496566215
155,0.0021618012851706636
156,0.004658323579767508
157,0.007792376093695999
158,0.004299969878222767
159,0.007603608226710868
160,0.011593975663017191
161,0.008552282026385569
162,0.004437773395104633
163,0.006499193271777151
164,0.007842802172976891
165,0.0026106000742379407
166,0.0012921198565695928
167,0.008693669233891808
168,0.016579895993113478
169,0.0036430111398082824
170,0.006519579052098817
171,0.007344897301011299
172,0.002716754374104079
173,0.004003372425017914
174,0.0023569770313360936
175,0.0017654269651814062
176,0.000989929917630546
177,0.005782642153949374
178,0.004021458385477673
179,0.005915753163126283
180,0.002389837785743785
181,0.0007558291875207586
182,0.00048814587797729183
183,0.0017066198199063378
184,0.009711694202746904
185,0.005829676745070183
186,0.0020582175863239605
187,0.0006134574079956659
188,0.0009212204659924345
189,0.0017161901414350983
190,0.002862185275902212
191,0.0073191909017941955
192,0.012187651104491121
193,0.0039625523861863575
194,0.005649547732712107
195,0.004516313250736083
196,0.0032645245023155745
197,0.0028110536338567683
198,0.000643571806078
199,0.0019352329990977093
200,0.0026392887996419677
201,0.006273753327409381
202,0.0034711345943043165
203,0.003511053086756999
204,0.003964512031647041
205,0.008584569362528802
206,0.004114183329999151
207,0.004651864573379439
208,0.008785104101889372
209,0.01390807113809387
210,0.002262346694818689
211,0.0015247525404077991
212,0.001402318397865083
213,0.0006643825455786584
214,0.0036374737990672555
215,0.0021460423023395916
216,0.001551964209981662
217,0.002997433808860712
218,0.0036776235608476826
219,0.004713998796457861
220,0.0024976698785326326
221,0.0023188880514157994
222,0.0019423131472359433
223,0.003717443307128274
224,0.0036786010927784053
225,0.007063084268190756
226,0.0161498855130685
227,0.006763643890749351
228,0.003016176723691606
229,0.005181206830027348
230,0.008947576936825474
231,0.012407228336437573
232,0.0038800077497546815
233,0.005792073316622475
234,0.0037492542756012892
235,0.004791038200833103
236,0.0050077243313035
237,0.00287650426527193
238,0.0033963403628354126
239,0.0021620622089892566
240,0.006055246873111167
241,0.00818103587640052
242,0.005568333030935252
243,0.0016120587101488624
244,0.0032580469872186893
245,0.004753730939951316
246,0.0027901339400347117
247,0.009038124199873886
248,0.007663561528681818
249,0.001464195965755262
250,0.001238504001215689
251,0.007426947979640795
252,0.017106611373542427
253,0.013098351463191932
254,0.015219345708318005
255,0.010879339376319888
256,0.002427101987220796
257,0.0074158792650860115
258,0.01573174386493525
259,0.008696453691645754
260,0.002916244721380958
261,0.004183509852737187
262,0.003255853455227098
263,0.004744723779089958
264,0.001944544592372494
265,0.00398005638443465
266,0.012394486350867782
267,0.021124965998678906
268,0.024026354183770395
269,0.010550262674723896
270,0.005027505427060536
271,0.002872773535872281
272,0.008189369029685175
273,0.00558026662492468
274,0.0013310839247640187
275,0.0004988013043745809
276,0.0009316349481814226
277,0.0023771189319688746
278,0.004557501381932538
279,0.0017338144314209111
280,0.0041414888634290084
281,0.003155402451048983
282,0.0008931310303438497
283,0.005412481992559611
284,0.0037321723417039657
285,0.0022743890250217216
286,0.004470600083125212
287,0.005352395525135317
288,0.0015218546194790874
289,0.006361855917847379
290,0.010347171890543926
291,0.005296396091538337
292,0.004150746389811957
293,0.009005571042894232
294,0.014812935665395384
295,0.010866176078998289
296,0.005696058569811834
297,0.005147353842730814
298,0.004257072739613927
299,0.0074416460270776965
300,0.003921324422188935
301,0.0018089629135681722
302,0.0029770045067414245
303,0.004883931811775721
304,0.0048029083557321545
305,0.002606264685215942
306,0.006931217116280123
307,0.011009933591103648
308,0.003457747066948972
309,0.004601996804751708
310,0.007663893710687271
311,0.0013555463163294258
312,0.0010918536251955438
313,0.0036152161438804055
314,0.012249440141163203
315,0.010627312233734825
316,0.008615890656698749
317,0.005651190065215436
318,0.012218679218090034
319,0.008294243489096952
320,0.006853337054936917
321,0.00397013508747929
322,0.004435442736551052
323,0.005730162696545459
324,0.014572118013188636
325,0.013307530041504962
326,0.010809406099936055
327,0.0020775544459040794
328,0.0019689384349851438
329,0.003739647707133692
330,0.005556270135214123
331,0.007312064606802228
332,0.005475350205833789
333,0.0023658379061657735
334,0.0006925723132690109
335,0.0011677903020688434
336,0.0033260995002973442
337,0.001463844992800887
338,0.0013467047034922055
339,0.003885467139753164
340,0.007700834424694004
341,0.003740346421213866
342,0.0011100704528570248
343,0.0019266278498349702
344,0.0022110395169022503
345,0.0022526053809463105
346,0.005996830294925542
347,0.006865409951147988
348,0.005715205087119555
349,0.0036928257202475663
350,0.006629715884565152
351,0.003525119944211489
352,0.0013019940579851962
353,0.007204320209407315
354,0.0158732147585897
355,0.010792050643551635
356,0.006966556963429826
357,0.008928554731646684
358,0.00735046161645183
359,0.0035189288593198806
360,0.003783555288672456
361,0.004857903581545614
362,0.015622422190672315
363,0.01898007742788879
364,0.008810965856792988
365,0.009823083647685258
366,0.0044894371347754605
367,0.004582023869297693
368,0.0005933826681258759
369,0.004053169364276516
370,0.006013187538578676
371,0.0020298810699011845
372,0.005998811763447521
373,0.0046907405059391696
374,0.0004413723041419676
375,0.0014391805373679693
376,0.002046689252384781
377,0.0022234629938372805
378,0.010656083709838997
379,0.008330780367817267
380,0.016030044284939333
381,0.020872397803377726
382,0.007852979392224067
383,0.0015694816486571085
384,0.0026602295754832995
385,0.007884349078979084
386,0.010395171089813861
387,0.009269215787478548
388,0.004719432399865615
389,0.003857993775799877
390,0.0005230379826661078
391,0.0027930489482184853
392,0.0025663927829606323
393,0.002672622355564718
394,0.008193808085135557
395,0.008201011633632344
396,0.0020108427003708647
397,0.0003662630056385297
398,0.0008050120085920278
399,0.0009455987315658368
400,0.0029664374197216053
401,0.005422586711949847
402,0.004760645495414339
403,0.005189165367041836
404,0.0037540342246029446
405,0.004752856991665337
406,0.000770028317872973
407,0.0007582169609068527
408,0.0016232862274893026
409,0.001971014325715719
410,0.001744440223266686
411,0.0040124319536386285
412,0.0027862972311391014
413,0.0011692379676036164
414,0.006640090485007027
415,0.014420353879232812
416,0.012726148129472696
417,0.009044478002014156
418,0.007823199184820207
419,0.008744084826842054
420,0.016969769806692073
421,0.009399659569527076
422,0.007679573447094302
423,0.005395116126791215
424,0.00480162154891929
425,0.008451836120445961
426,0.007918601547816649
427,0.010961911072893188
428,0.01913563567229633
429,0.009492651159648077
430,0.005579123845734566
431,0.0021623741110565245
432,0.0022365492302833506
433,0.0009213577484001721
434,0.0037099695612801066
435,0.0033159410600063816
436,0.0019566346600197555
437,0.0024423925378989604
438,0.003820998659890056
439,0.006476773253567669
440,0.0034536063429470676
441,0.007783339838927098
442,0.00709995221973032
443,0.00492870000998779
444,0.006579079024090216
445,0.0040712688059778455
446,0.001661145565112028
447,0.0028477494203093504
448,0.0027862982031331366
449,0.0023909032965536954
450,0.002809976453841049
451,0.001150260209975613
452,0.001271407657089294
453,0.0017279147082748302
454,0.002692911746960927
455,0.002420125448488758
456,0.0060772485490747305
457,0.0058041578614364785
458,0.0034062999758771163
459,0.00059897252712119
460,0.001041537014384627
461,0.002921393435980228
462,0.0025343511241044275
463,0.004531427292226341
464,0.014433836620191839
465,0.007571885278566677
466,0.0069882730126073316
467,0.003278004404858171
468,0.003496168715450097
469,0.0014103282641872233
470,0.0014267001774314221
471,0.004811149865829507
472,0.0026355053795083395
473,0.0018155736786121628
474,0.0024271800284003477
475,0.0008632171139140578
476,0.0007984938650680792
477,0.0025652802641116133
478,0.009822598575538011
479,0.008588605084762531
480,0.00975287090725142
481,0.009877762142943955
482,0.01309962325827423
483,0.009741886979677466
484,0.005130159245335596
485,0.01534832861774697
486,0.009213045471926723
487,0.004700243478537782
488,0.005074550538195685
489,0.006024948357454011
490,0.003923911507977197
491,0.004407288877811207
492,0.0018579175607453587
493,0.0027145585790765343
494,0.0027401421559871022
495,0.0014686471666823272
496,0.003810252432392628
497,0.0038865707414197405
498,0.0007411362214617152
499,0.0007107817926805612
500,0.0008043754429780502
501,0.0006767787978016324
502,0.004733081195486191
503,0.004738000830830048
504,0.0031475261130412845
505,0.0024903608599504455
506,0.0022884015410374998
507,0.002748016017628182
508,0.01276531258620251
509,0.008137481142135805
510,0.004620830786195146
511,0.002758618583280841
512,0.0017550114986522628
513,0.002767533658186483
514,0.002382315227592922
515,0.00633921109683113
516,0.003696267527373032
517,0.0007845929978324783
518,0.0050644619855393005
519,0.006198709437761075
520,0.0025329890419680838
521,0.004516253754327383
522,0.005140083158449311
523,0.0019826740899503642
524,0.0011993940090854992
525,0.001046187756096517
526,0.002501779576003284
527,0.006729623182363898
528,0.008710837032660962
529,0.008344525683562282
530,0.0017869985148735187
531,0.0008555896500283248
532,0.001969372766292278
533,0.0027299591553310164
534,0.0034255962716201846
535,0.0009429088622161443
536,0.0018479402692673835
537,0.0038302567289326857
538,0.0009188885039429816
539,0.0005479566845581043
540,0.0009771967789978942
541,0.004138767420326983
542,0.008193845435496313
543,0.009040326268086598
544,0.005223336942683561
545,0.008209300599824037
546,0.006664195477890206
547,0.007005642307485701
548,0.03626269637172297
549,0.029709253917953853
550,0.0037966497040872664
551,0.0030544291250606667
552,0.009627031276495474
553,0.00686516082825619
554,0.0011223670045029598
555,0.0016420922422724982
556,0.006381651834234362
557,0.010140168616267126
558,0.00396778718373184
559,0.006825703073947131
560,0.0038720618562536006
561,0.002357398361464784
562,0.004178311360719243
563,0.005646441477157965
564,0.0025808823815468202
565,0.002827378719420047
566,0.00336208424468396
567,0.00649783498455691
568,0.0038447718501799974
569,0.0025650150816022726
570,0.004222501318525927
571,0.009467763130210213
572,0.0030477566953266088
573,0.0010190604714343052
574,0.0034024626204632183
575,0.002313997810322235
576,0.006113089939572097
577,0.005796618969352484
578,0.007877906704852663
579,0.0034041678405503832
580,0.003789393225259513
581,0.007766349781245482
582,0.006346282214685166
583,0.01600821227973029
584,0.011908381463122189
585,0.0048204003664432254
586,0.0013387981776412533
587,0.002264860695140102
588,0.0014314987909556057
589,0.0030115925861753205
590,0.0040224433679850406
591,0.002622596814387641
592,0.001996093212892737
593,0.0012632402836567282
594,0.0010333340573726022
595,0.002763704894962308
596,0.002275991369972419
597,0.004077046540389807
598,0.004006474794832398
599,0.002128640945517193
600,0.0012638552098872006
601,0.0006008750501933964
602,0.00014137587928459566
603,0.0007482107808655766
604,0.004731609466875865
605,0.0069978289992741576
606,0.004774116097496529
607,0.009126324665528509
608,0.011473101393762607
609,0.0038041899668610317
610,0.003049573291536944
